Nom;Trigramme;Segment(s) DRG;Position géographique;Code commune;Code(s) UIC
Provins;PRO;B;48.55577, 3.302822;77379;87116160
Prunay;PWH;C;49.1988, 4.18364;51449;87171629
Puget-Ville;PVI;C;43.283085, 6.1384483;83100;87755363
Puteaux;PTX;B;48.88351, 2.2335;92062;87382382
Puybrun;PBN;C;44.9216335, 1.7841548;46229;87594754
Puyoô;PUO;C;43.5245425, -0.9108149;64461;87672279
Quédillac;QDC;C;48.2484804, -2.1452204;35234;87473058
Questembert;QUE;B;47.6831803, -2.4496002;56184;87476671
Quiberon;QBP;C;47.4852978, -3.1181869;56186;87476457
Quimper;QPR;A;47.994455, -4.092103;29232;87474098
Quimperlé;QPL;B;47.869375, -3.552693;29233;87476317
Quincieux;QUX;C;45.9068815, 4.7785643;69207;87721290
Rabastens - Coufouleux;RAB;B;43.819751, 1.730567;81070;87615328
Raedersheim;RHM;C;47.8869059, 7.2840467;68260;87182717
Raismes;RAS;C;50.3902495, 3.4788322;59491;87343319
Rambouillet;RBT;B;48.64377, 1.83154;78517;87393314
Ranchot;RNH;C;47.1525633, 5.7246607;39451;87718338
Rang-du-Fliers - Verton - Berck;RDF;B;50.41579, 1.64805;62688;87317057
Ranguin;RGN;C;43.5691636, 6.9693134;6085;87757732
Ranspach;RCH;C;47.88157, 7.01266;68262;87182402
Raon-l'Étape;RAO;C;48.404002, 6.837302;88372;87144626
Rassuen;RAU;C;43.4966716, 4.9731266;13047;87753426
Razac-sur-l'Isle;RZA;C;45.1659287, 0.5992849;24350;87595223
Réaumont - Saint-Cassien;RCS;B;45.3688217, 5.5346895;38331;87747279
Recquignies;RCQ;C;50.2840466, 4.0445029;59495;87295022
Réding;RDG;C;48.7429595, 7.095885;57566;87215079
Redon;RDN;B;47.652004, -2.08777;35236;87471300
Régny;RGY;C;45.987705, 4.2150753;42181;87721050
Reichshoffen;RHV;B;48.9310582, 7.658132;67388;87213249
Reignac-sur-Indre;RGA;C;47.2178494, 0.9013322;37192;87571455
Reignier-Ésery;REI;C;46.1256159, 6.2675466;74220;87746511
Reims;RMS;A;49.258978, 4.024435;51454;87171009
Reims Maison Blanche;RSN;C;49.2336853, 4.0224927;51454;87171272
Rémilly;RMI;B;49.0140249, 6.3950968;57572;87192237
Remiremont;RMT;B;48.016363, 6.598855;88383;87144451
Remise à Jorelle;RJL;B;48.89317, 2.487751;93010;87988709
Remy;REY;C;49.4331452, 2.7059434;60531;87313403
Renescure;RSC;C;50.732006, 2.3713644;59497;87281451
Rennes;RES;A;48.103517, -1.672744;35238;87471003
Rethel;RTL;B;49.504393, 4.369566;8362;87172270
Retiers;RTI;C;47.9132599, -1.3898439;35239;87471359
Retournac;RET;C;45.2013468, 4.0361169;43162;87734749
Reuilly;REL;C;47.0853677, 2.0474783;36171;87597039
Revigny-sur-Ornain;REV;C;48.8240449, 4.9855736;55427;87175018
Revin;RVI;B;49.938756, 4.642536;8363;87172080
Rezé Pont Rousseau;RPT;B;47.1932425, -1.5495445;44143;87481036
Ria-Sirach;RAJ;C;42.6034078, 2.3907488;66161;87784660
Ribécourt-Dreslincourt;RIB;B;49.50633, 2.92714;60537;87276766
Riedseltz;RTZ;C;48.991063, 7.962988;67400;87213462
Rieux - Angicourt;RIA;B;49.29866, 2.5214;60539;87276352
Rilly-la-Montagne;RAG;C;49.1664524, 4.0408608;51461;87171595
Riom - Châtel-Guyon;RIO;B;45.889965, 3.120498;63300;87734053
Ris-Orangis;RIS;B;48.659442, 2.41442;91521;87681338
Rivarennes;RVQ;C;47.2677425, 0.3618999;37200;87571653
Rive-de-Gier;RGR;B;45.524324, 4.606648;42186;87726331
Rives;RIV;B;45.357535, 5.491893;38337;87747246
Rivesaltes;RVT;C;42.7664405, 2.86789;66164;87784173
Rixheim;RHE;B;47.74896, 7.406404;68278;87182071
Roanne;ROA;B;46.039383, 4.063207;42187;87726802
Rocamadour - Padirac;RAP;C;44.8183562, 1.6573487;46240;87613042
Roche-lez-Beaupré;RBE;C;47.2762881, 6.1109651;25495;87718403
Rochefort;RCT;B;45.947189, -0.963556;17299;87485144
Rochy-Condé;RCY;C;49.3986042, 2.1727344;60542;87313601
Rodez;RDZ;B;44.362633, 2.58056;12202;87613422
Roeschwoog;RWG;C;48.8334661, 8.0298738;67405;87212407
Rœux;RUX;C;50.3034404, 2.8950172;62718;87342089
Rognac;RGC;B;43.4866, 5.230666;13081;87753251
Roissy-en-Brie;ROB;B;48.795481, 2.650165;77390;87116038
Romanèche-Thorins;RHR;C;46.1763913, 4.7421014;71372;87725739
Romans - Bourg-de-Péage;ROM;B;45.048857, 5.0498;26281;87761650
Rombas - Clouange;RBS;C;49.2560553, 6.0990538;57591;87191734
Romilly-la-Puthenaye;RYP;C;49.0039213, 0.8548621;27492;87387175
Romilly-sur-Seine;RMY;B;48.514433, 3.728887;10323;87118158
Romorantin-Lanthenay;RMA;B;47.3554468, 1.7390137;41194;87576025
Ronchamp;RCP;C;47.6990308, 6.6232791;70451;87185314
Ronchin;ROC;C;50.6045664, 3.0783734;59507;87286534
Roppenheim;RHI;C;48.8510962, 8.0623108;67025;87212415
Roquebrune-Cap-Martin;CQR;C;43.7606178, 7.457343;6104;87756460
Roquesérière - Buzet;RQE;C;43.7512472, 1.6198753;31094;87615351
Rosa Parks;ROK;B;48.89602, 2.37397;75118;87654798
Rosheim;ROH;B;48.50525, 7.49093;67411;87214320
Rosières-aux-Salines;ROI;B;48.60563, 6.350457;54159;87141127
Rosières-en-Santerre;ROS;C;49.82253, 2.71141;80680;87313460
Rosny Bois Perrier;RBI;B;48.882568, 2.480987;93064;87113696
Rosny-sous-Bois;RSB;B;48.87099, 2.48559;93064;87113704
Rosny-sur-Seine;RSS;B;48.997287, 1.63009;78531;87415885
Rosporden;RSP;B;47.960273, -3.832763;29241;87474155
Rosult;ROT;C;50.4563667, 3.3490115;59511;87286567
Rothau;RTH;B;48.4590026, 7.2074902;67414;87214726
Roubaix;RXB;B;50.69561, 3.16348;59512;87286732
Rouen Rive Droite;RRD;A;49.448764, 1.094087;76540;87411017
Rouffach;RAH;B;47.9602481, 7.312455;68287;87182337
Rougemont Chanteloup;ROU;B;48.930895, 2.51502;93071;87431791
Rouillé;RIL;C;46.4190206, 0.042169;86213;87485532
Rountzenheim;RZH;C;48.820435, 8.0119078;67014;87212373
Royan;ROY;B;45.625886, -1.016703;17306;87491803
Royat - Chamalières;RYA;C;45.7676495, 3.0615022;63075;87734038
Rue;RUE;B;50.27308, 1.6757;80688;87317404
Ruffec;RUG;C;46.0305185, 0.1902055;16292;87583849
Ruffey-lès-Echirey;RFY;C;47.370587, 5.079358;21535;87713826
Rully;RLY;C;46.8804303, 4.761033;71378;87712026
Rumilly;RUM;B;45.862989, 5.947938;74225;87746149
Ruminghem;RGM;C;50.8620636, 2.1576706;62730;87287300
Rungis La Fraternelle;RFL;B;48.74032, 2.35298;94065;87546291
Russ Hersbach;RHH;C;48.4982211, 7.2519246;67543;87214684
Saales;SAA;C;48.3471556, 7.1103726;67421;87214783
Sablé-sur-Sarthe;SAB;B;47.8415934, -0.3419359;72264;87396408
Saillagouse;SGW;C;42.4568855, 2.0321126;66167;87784835
Saillans;SIA;C;44.6944365, 5.1940397;26289;87761817
Saillat - Chassenon;XDO;C;45.8696297, 0.8117415;87131;87592717
Sain-Bel;SBL;B;45.811097, 4.6012445;69171;87721605
Saincaize-Meauce;SZE;C;46.9314165, 3.0718704;58225;87696260
Sains-du-Nord;SAW;C;50.0889485, 4.0016955;59525;87295709
Saint-Agnan;XAN;C;46.5020038, 3.8788002;71382;87694851
Saint-Agne;XAE;B;43.579674, 1.450209;31555;87611301
Saint-Aignan - Noyers;SAN;C;47.2869126, 1.3838369;41164;87574897
Saint-Aigulin - La Roche-Chalais;SAI;C;45.1573163, -0.0189768;17309;87584540
Saint-Amand-les-Eaux;SAM;B;50.44331, 3.41952;59526;87343103
Saint-Amand-Longpré;SDV;C;47.693141, 1.0119896;41199;87574640
Saint-Amand-Montrond - Orval;SAD;C;46.7265409, 2.4859441;18172;87576322
Saint-Amarin;XAR;C;47.8728596, 7.0287447;68292;87182600
Saint-Amour;SAR;C;46.4338244, 5.3341853;39475;87718296
Saint-André-de-Corcy;SAY;B;45.925911, 4.948846;1333;87723734
Saint-André-de-Cubzac;SAC;B;44.991255, -0.440479;33366;87491241
Saint-André-le-Gaz;SAG;B;45.544518, 5.524187;38357;87723494
Saint-André-lez-Lille;STA;C;50.6544842, 3.0475916;59527;87286195
Saint-Antoine;SNT;C;43.3695993, 5.3578102;13215;87751826
Saint-Antoine-de-Breuilh;XAB;C;44.8466877, 0.15196;24335;87584201
Saint-Antoine-du-Rocher;XAO;C;47.503839, 0.6164676;37206;87571539
Saint-Armel;XAL;C;48.014405, -1.5948867;35250;87471318
Saint-Astier;STK;B;45.139027, 0.522808;24372;87595249
Saint-Aubin - Saint-Luperce;SBP;C;48.4476422, 1.3318387;28325;87394213
Saint-Aubin-sur-Scie;SBE;C;49.8717479, 1.0666642;76565;87415125
Saint-Aulaire;XUL;C;45.2488414, 1.3986965;19182;87594622
Saint-Aunès;XAU;C;43.6354383, 3.9628994;34240;87773465
Saint-Avold;SVD;B;49.085873, 6.7206141;57690;87193318
Saint-Avre - La Chambre;SVB;C;45.3530978, 6.3028277;73224;87741306
Saint-Ay;LBZ;C;47.863133, 1.7499597;45269;87574129
Saint-Béron - La Bridoire;SBR;C;45.5038935, 5.7319345;73226;87741454
Saint-Blaise-la-Roche Poutay;SZR;C;48.4076094, 7.165329;67424;87214742
Saint-Bonnet-de-Rochefort;SBD;C;46.1483796, 3.1393877;3220;87641076
Saint-Brice-sur-Vienne;XBV;C;45.8781476, 0.9523481;87140;87592691
Saint-Brieuc;SBC;A;48.50758, -2.765;22278;87473009
Saint-Césaire;SCS;C;43.8133863, 4.3276399;30189;87775072
Saint-Chamas;SHY;C;43.5511577, 5.0402963;13092;87753202
Saint-Chamond;SCM;B;45.47257, 4.51695;42207;87726307
Saint-Chély-d'Apcher;SYH;C;44.8017375, 3.2706895;48140;87783241
Saint-Chéron;SCW;B;48.551188, 2.125597;91540;87545509
Saint-Christophe-Vallon;SIH;C;44.464619, 2.4077585;12215;87613257
Saint-Clair - Les Roches;SKR;B;45.450392, 4.769707;38378;87722652
Saint-Claude;SCL;C;46.3899539, 5.8603471;39478;87743633
Saint-Clément - Laronxe;SCX;C;48.5312283, 6.6081108;54472;87141374
Saint-Cloud;SCD;B;48.84541, 2.21687;92064;87382358
Saint-Cyprien;SCQ;C;44.8632733, 1.0434666;24396;87595777
Saint-Cyprien Arènes;TEW;B;43.593438, 1.417986;31555;87446179
Saint-Cyr Les Lecques - La Cadière;SAQ;B;43.185509, 5.703858;83112;87755215
Saint-Cyr-en-Val La Source;SCV;C;47.8192, 1.9476045;45272;87543116
Saint-Cyr-l'École;SCR;B;48.7990666, 2.0733739;78545;87393223
Saint-Denis;SDE;B;48.9354933, 2.3459524;93066;87271015
Saint-Denis-de-Pile;XDS;C;44.9786053, -0.1980825;33393;87584508
Saint-Denis-des-Murs;XDN;C;45.7889106, 1.5514368;87142;87592097
Saint-Denis-lès-Martel;SDM;C;44.9459316, 1.6663378;46265;87594572
Saint-Dié-des-Vosges;STD;B;48.282225, 6.948656;88413;87144014
Saint-Dizier;SDZ;B;48.642404, 4.947855;52448;87175000
Saint-Égrève Saint-Robert;SEG;C;45.2357234, 5.6712687;38382;87747352
Saint-Émilion;SEI;C;44.8811665, -0.1592003;33394;87584102
Saint-Erme-Outre-et-Ramecourt;SER;C;49.5269865, 3.8576502;2676;87171751
Saint-Étienne Bellevue;SEB;C;45.417128, 4.392734;42218;87726190
Saint-Étienne Carnot;SEO;C;45.446976, 4.385317;42218;87726901
Saint-Étienne Châteaucreux;SEN;B;45.443366, 4.399722;42218;87726000
Saint-Étienne La Terrasse;SET;C;45.464843, 4.379601;42218;87726158
Saint-Étienne Le Clapier;SEC;C;45.4371122, 4.3782267;42218;87726174
Saint-Étienne-de-Montluc;SDQ;C;47.2747167, -1.7857107;44158;87481812
Saint-Étienne-du-Rouvray;SDR;C;49.3771553, 1.1095673;76575;87411215
Saint-Fargeau-Ponthierry;XFA;C;48.564549, 2.542493;77407;87682542
Saint-Féliu-d'Avall;FDL;C;42.6772874, 2.7378217;66174;87784520
Saint-Florent-sur-Cher;SFT;C;46.9921865, 2.2525668;18207;87576272
Saint-Florentin - Vergigny;SIF;C;47.981058, 3.731036;89439;87683318
Saint-Flour - Chaudes-Aigues;SFC;C;45.0350122, 3.1062862;15187;87783175
Saint-Fons;SFS;C;45.7058114, 4.8525663;69199;87728501
Saint-Gaudens;SGD;B;43.105034, 0.729104;31483;87611137
Saint-Geniès-de-Malgoirès;XGE;C;43.9501684, 4.2149416;30255;87775361
Saint-Genouph;SCO;C;47.3710109, 0.5969502;37219;87571851
Saint-Georges-d'Aurac;SGA;C;45.1605341, 3.4947035;43132;87734301
Saint-Georges-de-Commiers;SGC;C;45.0437667, 5.7017874;38388;87747568
Saint-Georges-de-Luzençon;SDU;C;44.066553, 2.983784;12225;87783423
Saint-Georges-de-Reneins;SDI;C;46.0621952, 4.7188908;69206;87721340
Saint-Geours-de-Maremne;SGQ;C;43.6713719, -1.2412599;40261;87673269
Saint-Germain-au-Mont-d'Or;SGO;B;45.888352, 4.804265;69207;87721282
Saint-Germain-des-Fossés;SGF;B;46.209185, 3.430614;3236;87732206
Saint-Germain-du-Puy;SGP;C;47.0965233, 2.4846102;18213;87576405
Saint-Germain-en-Laye Bel-Air - Fourqueux;EBL;B;48.89494, 2.0705;78551;87733675
Saint-Germain-en-Laye Bel-Air – Fourqueux 2;EBL;B;48.89494, 2.0705;78551;87366922
Saint-Germain-les-Belles;SGN;C;45.6098703, 1.4800397;87146;87592287
Saint-Germain-sur-Ille;SMW;C;48.2394802, -1.6541804;35274;87478016
Saint-Gervais-les-Bains Le Fayet;SGB;B;45.906423, 6.701331;74236;87746479
Saint-Gildas-des-Bois;SOK;C;47.516614, -2.0438923;44161;87476762
Saint-Gilles Lycée Haut-Rhin;GLL;C;48.0758611, 7.2609746;68374;87181552
Saint-Gilles-Croix-de-Vie;SGV;C;46.696466, -1.941296;85222;87486571
Saint-Gratien;SGT;B;48.96403, 2.28531;95555;87276170
Saint-Hilaire - Brizambourg;SBZ;C;45.85007, -0.5347155;17344;87491324
Saint-Hilaire - Saint-Nazaire;SHN;C;45.0713405, 5.243851;38394;87761684
Saint-Hilaire-de-Chaléons;ILA;C;47.1057704, -1.8650604;44164;87481234
Saint-Hilaire-de-Riez;SHZ;C;46.7166736, -1.9496838;85226;87486563
Saint-Hilaire-sur-Helpe;XHI;C;50.1319709, 3.9140099;59534;87297531
Saint-Jacques-de-la-Lande;SJJ;C;48.0670983, -1.7142367;35281;87471052
Saint-Jean-d'Angély;SJA;C;45.9407739, -0.5097829;17347;87491357
Saint-Jean-de-Losne;SJL;C;47.0997302, 5.2441226;21577;87713651
Saint-Jean-de-Luz - Ciboure;SJZ;B;43.385838, -1.66122;64483;87677120
Saint-Jean-de-Maurienne Arvan;SJM;B;45.277542, 6.354716;73248;87742320
Saint-Jean-de-Verges;JNV;C;43.0128587, 1.608059;9103;87611624
Saint-Jean-Pied-de-Port;SJP;C;43.1679394, -1.2380129;64485;87673723
Saint-Jodard;SNJ;C;45.8857125, 4.125231;42241;87726851
Saint-Jory;SJY;B;43.738375, 1.371619;31490;87611657
Saint-Joseph le Castellas;XJC;C;43.3518976, 5.3770681;13215;87759316
Saint-Julien - Clénay;SJQ;C;47.4060132, 5.1281864;21555;87713834
Saint-Julien-du-Sault;SJX;C;48.0269195, 3.302688;89348;87683227
Saint-Julien-en-Genevois;SJG;B;46.142044, 6.0855358;74243;87745430
Saint-Junien;SJU;C;45.8813844, 0.9004849;87154;87592709
Saint-Just-en-Chaussée;SJS;B;49.50364, 2.42949;60581;87313270
Saint-Laurent - Gainneville;XLG;C;49.5285649, 0.2522963;76596;87413310
Saint-Laurent-d'Aigouze;XLZ;C;43.6392883, 4.1930703;30276;87775841
Saint-Laurent-de-la-Prée - Fouras;SSC;C;45.9930002, -1.0274305;17353;87485136
Saint-Laurent-du-Var;SNV;B;43.662451, 7.194413;6123;87756346
Saint-Laurent-en-Grandvaux;SLJ;C;46.5747975, 5.9512119;39487;87715417
Saint-Léger-sur-Dheune;SLH;C;46.8484526, 4.6286039;71442;87694364
Saint-Léon-sur-l'Isle;XLI;C;45.1233004, 0.4923106;24442;87595264
Saint-Léonard-de-Noblat;SLE;C;45.8320199, 1.481686;87161;87592071
Saint-Leu-d'Esserent;SLT;C;49.2140819, 2.4177845;60584;87276402
Saint-Leu-la-Forêt;SLF;B;49.01571, 2.24264;95563;87276600
Saint-Lô;SLO;B;49.116975, -1.099525;50502;87447003
Saint-Lothain;XLN;C;46.8231806, 5.6439849;39489;87718197
Saint-Loubès;SIT;C;44.9224009, -0.4333056;33433;87584730
Saint-Louis;STL;B;47.5906094, 7.5559882;68297;87182139
Saint-Louis La Chaussée;SLU;C;47.6094781, 7.5312095;68297;87181016
Saint-Macaire;SNW;C;44.5686216, -0.2270601;33435;87582825
Saint-Maixent-L'École;SMX;B;46.406607, -0.201073;79270;87485490
Saint-Malo;SMP;A;48.646859, -2.004158;35288;87478107
Saint-Mammès;SFI;B;48.382171, 2.81593;77419;87682294
Saint-Marcel;SMA;C;43.28818, 5.4671155;13211;87751701
Saint-Marcel en Dombes;STM;C;45.9503701, 4.9775148;1371;87723742
Saint-Marcellin;SCI;B;45.150898, 5.323649;38416;87761718
Saint-Mariens - Saint-Yzan;SMS;B;45.139072, -0.3917824;33492;87491209
Saint-Mars-la-Brière;SRL;C;48.0285239, 0.3656778;72300;87396283
Saint-Martin d'Étampes;SME;B;48.42747, 2.145401;91223;87545350
Saint-Martin du Touch;SMT;C;43.5997881, 1.3718548;31555;87353599
Saint-Martin-d'Oney;XMN;C;43.9301115, -0.6516933;40274;87671495
Saint-Martin-de-Crau;SMD;C;43.6223344, 4.8003403;13097;87753681
Saint-Martin-du-Mont;XMM;C;46.095871, 5.303003;1374;87743112
Saint-Martin-le-Beau;XMK;C;47.3552058, 0.9058418;37225;87574459
Saint-Martory;SYM;C;43.1385721, 0.934859;31503;87611103
Saint-Mathurin-sur-Loire;SNZ;C;47.4122473, -0.3182267;49307;87487892
Saint-Maurice-de-Beynost;SMY;B;45.827421, 4.976986;1376;87723536
Saint-Médard-d'Eyrans;SYS;C;44.7168571, -0.5057172;33448;87582692
Saint-Médard-de-Guizières;SMZ;C;45.0155723, -0.0488253;33447;87584607
Saint-Médard-sur-Ille;XED;C;48.2742219, -1.6674886;35296;87478024
Saint-Michel - Valloire;SMI;C;45.216916, 6.4719135;73261;87742361
Saint-Michel Notre-Dame;SHL;B;48.85348, 2.34545;75105;87547315
Saint-Michel-sur-Meurthe;SSM;C;48.3269843, 6.8882777;88428;87144683
Saint-Michel-sur-Orge;SHO;B;48.635479, 2.306632;91570;87545202
Saint-Nabord;XNB;C;48.0461722, 6.5818945;88429;87146217
Saint-Nazaire;SNA;B;47.286412, -2.211096;44184;87481705
Saint-Nom-la-Bretèche Forêt de Marly;SNB;B;48.8677671, 2.0509372;78224;87382481
Saint-Nom-la-Bretèche Forêt de Marly T13;SNF;B;;78224;87733071
Saint-Omer;STO;B;50.7536204, 2.2667624;62765;87281444
Saint-Omer-en-Chaussée;SHS;C;49.5306261, 1.9970829;60590;87313718
Saint-Ouen;SOS;B;48.90531, 2.32257;93070;87271247
Saint-Ouen-l'Aumône;SOA;B;49.04527, 2.10651;95572;87276105
Saint-Ouen-l'Aumône Liesse;SOL;B;49.0338707, 2.1279345;95572;87337980
Saint-Ouen-l'Aumône Quartier de l'Église;XOA;B;49.03997, 2.10369;95572;87381426
Saint-Paterne-Racan;SPN;C;47.6042003, 0.4783289;37231;87571554
Saint-Patrice;XPR;C;47.2855394, 0.3096916;37232;87571810
Saint-Paul-de-Varax;SVX;C;46.1000331, 5.1282046;1383;87723783
Saint-Pé-de-Bigorre;XPE;C;43.1015768, -0.1619763;65395;87671362
Saint-Péray;STP;C;44.94771, 4.85035;7281;87761494
Saint-Piat;SPI;B;48.5429526, 1.5904889;28357;87394148
Saint-Pierre-d'Albigny;SPA;C;45.557397, 6.156151;73270;87741223
Saint-Pierre-d'Aurillac;SPX;C;44.5752452, -0.1876216;33463;87582833
Saint-Pierre-de-Chignac;XPH;C;45.1234881, 0.856103;24484;87595520
Saint-Pierre-des-Corps;SPC;A;47.386099, 0.72355;37233;87571240
Saint-Pierre-en-Faucigny;SPE;C;46.0593442, 6.3757533;74250;87746313
Saint-Pierre-la-Cour;SPW;C;48.1135968, -1.0252972;53247;87478768
Saint-Pierre-le-Moûtier;SPM;C;46.7932373, 3.1117427;58264;87696294
Saint-Pierre-Quiberon;SQN;C;47.5210574, -3.138905;56234;87476440
Saint-Pierre-sur-Dives;SPD;C;49.0231057, -0.0405855;14654;87444216
Saint-Pol-sur-Ternoise;SPT;C;50.37913, 2.33939;62767;87342337
Saint-Priest;SPR;B;45.686659, 4.934242;69290;87723353
Saint-Priest-Taurion;TIO;C;45.8872383, 1.4002297;87178;87592055
Saint-Quentin;SQT;A;49.8400482, 3.2970089;2691;87296004
Saint-Quentin en Yvelines - Montigny-le-Bretonneux;SQY;B;48.78657, 2.04523;78423;87393843
Saint-Quentin-Fallavier;SQF;B;45.638109, 5.099896;38449;87723387
Saint-Rambert-d'Albon;SRA;B;45.297797, 4.810849;26325;87761106
Saint-Rambert-en-Bugey;SBB;C;45.9473397, 5.438622;1384;87743740
Saint-Raphaël Valescure;SRV;A;43.42356, 6.769083;83118;87757526
Saint-Remy-en-l'Eau;RLE;C;49.4681726, 2.4258609;60595;87313288
Saint-Roch;SRO;C;49.8933575, 2.2837132;80021;87313080
Saint-Romain-de-Popey;SNP;C;45.8616053, 4.5423351;69234;87721456
Saint-Romain-le-Puy;SRP;C;45.5545543, 4.1208275;42285;87726430
Saint-Rome-de-Cernon;SDO;C;44.013981, 2.9673744;12243;87783431
Saint-Saturnin-lès-Avignon;SSA;C;43.9531783, 4.9352794;84119;87765438
Saint-Savinien;SNH;C;45.8759277, -0.6778775;17397;87491035
Saint-Saviol;SSV;C;46.1470046, 0.2179;86247;87575365
Saint-Sébastien;SBF;C;46.3859938, 1.5466809;23239;87592493
Saint-Sébastien Pas Enchantés;XTX;C;47.2069513, -1.5109069;44190;87354589
Saint-Senoux - Pléchâtel;XSX;C;47.8977519, -1.7661904;35312;87471169
Saint-Seurin-sur-l'Isle;SUN;C;45.0114075, -0.0026606;33478;87584615
Saint-Sulpice - Auteuil;SUP;C;49.3473824, 2.1164133;60598;87313684
Saint-Sulpice - Izon;IZR;C;44.9142742, -0.392135;33483;87584722
Saint-Sulpice (Tarn);SST;B;43.775073, 1.680702;81271;87615344
Saint-Sulpice-Laurière;SSL;C;46.0469183, 1.4762218;87181;87592345
Saint-Symphorien-de-Marmagne;XSY;C;46.8442215, 4.3377542;71482;87694174
Saint-Thégonnec;STH;C;48.4942082, -3.9483116;29266;87474312
Saint-Vallier sur Rhône;SUO;B;45.186395, 4.81439;26333;87761130
Saint-Victor - Thizy;SVH;C;46.0024781, 4.2810245;42293;87721043
Saint-Victor-l'Abbaye;SIC;C;49.6770346, 1.1097122;76602;87415166
Saint-Victurnien;SIV;C;45.8765887, 1.0095737;87185;87592683
Saint-Vincent le Château;SWC;C;45.1488794, 3.9186273;43230;87734715
Saint-Vincent-de-Tyrosse;SVT;B;43.657736, -1.306493;40284;87673277
Saint-Vit;SVI;B;47.183507, 5.809057;25527;87718320
Saint-Yrieix-la-Perche;SYX;C;45.5192516, 1.2053608;87187;87592824
Sainte-Anne;YAN;C;47.6785805, -2.96048;56176;87476648
Sainte-Bazeille;XBZ;C;44.5326935, 0.0931269;47233;87586479
Sainte-Cécile-d'Andorge;SCZ;C;44.2554362, 3.9758497;30239;87775239
Sainte-Colombe;XCB;C;46.879207, 6.2659748;25515;87715151
Sainte-Colombe Septveilles;XCS;B;48.52959, 3.25602;77404;87116178
Sainte-Eulalie - Carbon-Blanc;SEK;C;44.8978327, -0.4939737;33397;87491282
Sainte-Foy-la-Grande;SFY;B;44.836886, 0.221519;33402;87584193
Sainte-Gauburge;SGG;C;48.7172632, 0.4281082;61389;87444604
Sainte-Geneviève-des-Bois;SXG;B;48.653245, 2.313161;91549;87545210
Sainte-Lizaigne;XZG;C;47.002251, 2.0298004;36199;87597054
Sainte-Marthe en Provence;SAH;C;43.3392414, 5.390412;13214;87751842
Sainte-Maure - Noyant;SYT;C;47.1112361, 0.5769439;37176;87575050
Sainte-Pazanne;SPZ;B;47.1055419, -1.8138744;44186;87481226
Saintes;SKW;B;45.74874, -0.6179;17415;87491001
Salbris;SAP;B;47.42522, 2.04778;41232;87543165
Sallanches - Combloux - Megève;SLS;B;45.935702, 6.636431;74256;87746438
Sallaumines;SLI;C;50.4223266, 2.8556769;62771;87345215
Salles-Courbatiès;SIR;C;44.4751593, 2.0787662;12252;87613877
Salomé;SWM;C;50.5414529, 2.8366078;59550;87342451
Salon-de-Provence;SON;B;43.639061, 5.088569;13103;87753764
Salses-le-Château;SAL;C;42.8356091, 2.9174466;66190;87784157
Sannois;SNN;B;48.97016, 2.26377;95582;87276188
Sanry-sur-Nied;SWN;C;49.0445991, 6.3399775;57627;87192229
Santenay les Bains;SLB;C;46.9106752, 4.7017523;21582;87713594
Santes;STS;C;50.5920123, 2.961977;59553;87286401
Santeuil - Le Perchay;XPY;C;49.12416, 1.94893;95584;87381186
Saône;SAZ;C;47.2097669, 6.1013089;25532;87718502
Sarcelles - Saint-Brice;SLL;B;48.99529, 2.36867;95539;87276386
Sarlat-la-Canéda;SLQ;C;44.8770213, 1.220328;24520;87595827
Sarliève - Cournon;SLC;C;45.7387697, 3.1681196;63124;87734152
Sarrance;SRR;C;43.0496, -0.599962;64506;87672766
Sarre-Union;SRU;B;48.9360172, 7.0850443;67434;87215459
Sarrebourg;SBG;B;48.73808, 7.05285;57630;87215012
Sarreguemines;SGS;B;49.1073357, 7.0686398;57631;87193615
Sartrouville;SVL;B;48.9379523, 2.1575173;78586;87386417
Sathonay - Rillieux;SYR;B;45.820264, 4.875315;69292;87723700
Saubusse;SQB;C;43.6603331, -1.1901703;40293;87673251
Saujon;SJW;C;45.6665019, -0.9300187;17421;87491811
Saulon;SLN;C;47.224035, 5.1045991;21585;87713628
Saumur;SUD;B;47.269, -0.07136;49328;87487603
Sausset-les-Pins;SPJ;C;43.332864, 5.110001;13104;87753558
Sauveterre-la-Lémance;SVE;C;44.5893893, 1.0115419;47292;87586495
Savenay;SNY;B;47.35859, -1.950957;44195;87481838
Savennières - Béhuard;ZVN;C;47.3817332, -0.6540004;49329;87484329
Saverdun;SRN;B;43.239357, 1.570616;9282;87611368
Saverne;SNE;B;48.7444606, 7.3620802;67437;87212225
Savigny-le-Temple - Nandy;ZTN;B;48.595519, 2.583678;77445;87682187
Savigny-sur-Orge;SAO;B;48.67614, 2.35173;91589;87545236
Savonnières;ZVO;C;47.3605797, 0.5441817;37243;87571844
Savy-Berlette;ZYB;C;50.3538756, 2.5577316;62785;87342253
Sceaux - Boëssé;SBO;C;48.1221004, 0.5724063;72038;87396317
Scherwiller;HWL;C;48.2869344, 7.4301867;67445;87214205
Schirmeck - La Broque;SCK;B;48.47973, 7.21594;67448;87214692
Schweighouse-sur-Moder;SWG;C;48.8286765, 7.7425635;67458;87213108
Schwindratzheim;HWM;C;48.7536468, 7.6005468;67460;87212159
Seclin;SCN;B;50.5486319, 3.0350084;59560;87286518
Sedan;SED;B;49.695024, 4.930373;8409;87172254
Sées;SKS;C;48.5998998, 0.1661851;61464;87444695
